episode,average_score
1021,-174.52551182535265
1031,-185.84670199813507
1041,-184.70843380170055
1051,-176.14121527066908
1061,-169.1629419485253
1071,-160.37185432086235
1081,-147.55235022440237
1091,-131.91821372216882
1101,-124.19117173862556
1111,-124.0044934934225
1121,-114.27217086480584
1131,-99.19525374177167
1141,-101.1497040585042
1151,-100.14402857858485
1161,-86.12871287829124
1171,-68.50170200234825
1181,-46.87289114185951
1191,-30.675179708143087
1201,-17.357730453975417
1211,-2.3813510568269676
1221,28.090351685228907
1231,49.11823185759107
1241,84.74234163000926
1251,112.68662558178845
1261,128.9935958638089
1271,141.41619661909021
1281,144.5374132693874
1291,137.11055034531464
1301,157.80900441603708
1311,172.40162583938087
1321,164.63141078453052
1331,155.74689314443776
1341,138.12052832589382
1351,134.59054057823178
1361,129.21556560831954
1371,120.25602376553334
1381,120.92550893745957
1391,127.52718738296242
1401,106.58541450851253
1411,105.00188930367466
1421,102.89048322796171
1431,103.15878182402297
1441,124.53786634795551
1451,124.98814348339425
1461,127.77268900203855
1471,134.26550913903904
1481,139.26849028230424
1491,146.63818124196348
1501,165.02688454836573
1511,167.89407537628045
1521,173.52844388219978
1531,179.66584360766723
1541,179.01025681135587
1551,189.53608459744174
1561,196.82637598130574
1571,201.33973981121358
1581,196.1899188817997
1591,192.04236301580661
1601,195.6804123433443
1611,197.9060023034487
1621,199.26680343824185
1631,209.89818035183725
1641,210.36764411762815
1651,209.29962679372645
1661,210.32961900742274
1671,214.34029505786123
1681,212.98224340939848
1691,215.46878124044878
1701,206.1246491819416
1711,205.35017574566322
1721,202.11313190192638
1731,185.28695076657814
1741,168.58253842265395
1751,149.69749363025423
1761,128.59730409944942
1771,111.91500914439217
1781,108.10866565632978
1791,97.8952894186834
1801,103.16961928283011
1811,92.02252285653165
1821,77.33254227134972
1831,82.21662905427957
1841,85.98625805174689
1851,96.32642996209401
1861,93.3770069822172
1871,105.47543374347612
1881,95.67250517233614
1891,100.26804110395793
1901,86.75996950480143
1911,90.29387287797692
1921,103.0100400014735
1931,96.1303513980236
1941,85.98095227601524
1951,86.77909493049903
1961,103.0473240863678
1971,94.68664294860409
1981,97.10952824189366
1991,92.59930227236366
2001,103.14272518377882
2011,102.01692111257351
2021,97.11410429908896
2031,96.30144615979171
2041,104.34785576343596
2051,91.81960045596023
2061,75.64447643508448
2071,69.4061644040355
2081,62.222074228071286
2091,69.7065791285755
2101,63.39041289307904
2111,64.94096648885457
2121,62.2314363487428
2131,72.96883939099513
2141,79.94031199093692
2151,96.48718539150843
2161,113.37522620455523
2171,132.84429203148025
2181,161.35553915418643
2191,153.47508781114595
2201,160.4537500287511
2211,163.73655322237803
2221,178.4714143514597
2231,182.62472416909534
2241,186.18051026234767
2251,180.33509147966558
2261,177.25738946501858
2271,162.82585599296206
2281,154.74989127845018
2291,170.12242326685026
2301,174.03637090899664
2311,176.4898897999779
2321,173.58471322463282
2331,164.79339260674453
2341,160.8336052888744
2351,162.60513642999894
2361,170.86292256936983
2371,181.3055161561654
2381,189.12004803596832
2391,187.39935755707936
2401,191.66754302930894
2411,194.9693045202352
2421,193.24650073100102
2431,208.37045224267106
2441,218.37669258085631
2451,225.38742730497458
2461,210.98390965001036
2471,208.56239806984212
2481,204.6094625447257
2491,200.95774399487746
2501,188.2677456390529
2511,177.92261314565738
2521,162.44047402735654
2531,138.52813229114818
2541,132.81840556734625
2551,130.36264778400013
2561,139.73262659365525
2571,129.94426605948559
2581,123.92887594960986
2591,115.29102946291637
2601,124.31342096237107
2611,126.91100715852383
2621,143.37530263694126
2631,166.51164763979642
2641,160.00727614537954
2651,161.01308464949597
2661,163.21164286734623
2671,184.54608606038047
2681,187.763181366768
2691,190.12351262604523
2701,190.61062523309326
2711,197.35843647684914
2721,207.04736953742574
2731,208.69824129542883
2741,218.48269780486604
2751,222.03268923047094
2761,227.13549802678443
2771,221.1630370177083
2781,228.40426023216972
2791,242.33536713128458
2801,245.7463864438144
2811,240.39637282564243
2821,235.77361296706763
2831,231.62138316916776
2841,228.79022055781047
2851,226.45760595360443
2861,220.23753429387602
2871,204.46608215261134
2881,196.02947417149556
2891,186.92979689749535
2901,179.40211885474756
2911,181.00241267357467
2921,178.97437092507863
2931,170.59652666736824
2941,157.47011367147988
2951,153.25822041202053
2961,159.838468769473
2971,177.88517435290225
2981,181.82952986115998
2991,185.19597712824878
3001,192.97614140192476
3011,172.20854077120856
3021,167.1571081774783
3031,172.33492618519344
3041,174.99533294202593
3051,177.07670158534017
3061,164.58565659818137
3071,155.87487319567336
3081,144.2685093435481
3091,141.83361423960778
3101,128.51982896160132
3111,149.09004933349402
3121,146.75268999581175
3131,150.72548479431913
3141,163.44541243138178
3151,162.98287430366324
3161,175.26380476568607
3171,177.9478974484383
3181,189.7772234803265
3191,195.71036832015082
3201,206.31030901886655
3211,211.99536552301254
3221,219.404804032478
3231,210.798048963296
3241,208.39773776326695
3251,215.14815614426283
3261,216.83177320564005
3271,226.1071191726412
3281,233.0606189643271
3291,236.65648607061922
3301,237.64907035519843
3311,239.2192357424543
3321,244.85830317311792
3331,256.1301416107333
3341,261.98583496170085
3351,263.88340552609844
3361,262.53169972967453
3371,258.5156803226418
3381,253.34624418746517
3391,252.16842643263274
3401,250.45488317269573
3411,247.817106549843
3421,243.38007774911438
3431,239.9059386222277
3441,236.26699121007397
3451,237.53728383866982
3461,230.27235250929098
3471,232.22396549801977
3481,235.7568984103001
3491,229.49584112646747
3501,216.74369082042864
3511,208.63705661737131
3521,211.29728331940703
3531,208.0692676978414
3541,209.2538388946453
3551,205.15205044893096
3561,211.78895243956728
3571,203.29995397720376
3581,198.07209152523757
3591,203.3905333048291
3601,211.9182716002693
3611,218.85513646974843
3621,214.05377896789193
3631,214.61138198216156
3641,213.57167456762596
3651,214.30435168070142
3661,211.76924174738986
3671,214.91202325370935
3681,202.68062716114895
3691,185.29546092080983
3701,170.02717168803105
3711,162.30373956155844
3721,158.54143763813468
3731,148.4424575199721
3741,136.907714873494
3751,128.37124470748893
3761,118.19578890255099
3771,121.94539695743978
3781,137.40917032691425
3791,156.6377172879111
3801,173.29754431701897
3811,161.7175627178244
3821,155.4394694489455
3831,173.08898865662906
3841,189.35681921105981
3851,187.51239028058083
3861,203.2303866640703
3871,205.51682787019737
3881,203.8597208268676
3891,205.8481652088118
3901,214.02566469099193
3911,238.21588169205984
3921,252.11360925547174
3931,237.95535410142472
3941,221.8662830139547
3951,222.39966717318072
3961,209.91209840263141
3971,192.9017759814977
3981,191.9449897856622
3991,186.24969378065387
4001,186.3777777985094
4011,171.25222687636372
4021,168.87308892281078
4031,178.2380151686829
4041,192.58861402381226
4051,201.9683764861912
4061,212.8142602555494
4071,231.52550030743703
4081,233.07883939623412
4091,235.33464803163872
4101,228.76201357019093
4111,240.63773735862677
4121,246.63271549414833
4131,231.94284237062263
4141,225.52389640621215
4151,221.9233544415487
4161,222.41601240264248
4171,220.38553949536282
4181,223.86689325797602
4191,221.50377107872325
4201,226.86282671008624
4211,223.17497359352845
4221,216.77112978609628
4231,227.89687045139607
4241,233.6005279876821
4251,241.25431059272248
4261,241.66660395998363
4271,241.20106903644674
4281,232.82617996665667
4291,236.6119724535934
4301,234.13439677690545
4311,230.21641587592978
4321,235.35061921507787
4331,232.26611365122508
4341,224.65758071829504
4351,211.5773401497334
4361,193.40686381555864
4371,182.10144687550226
4381,188.58541254856863
4391,185.72082216145031
4401,187.9914677764995
4411,194.60223024592426
4421,192.75670810241783
4431,201.3054705369493
4441,201.1763491449088
4451,203.54983147172672
4461,219.98077623634725
4471,231.66662204114817
4481,224.73282299605657
4491,216.72295029087175
4501,209.73363190002328
4511,207.46060809087473
4521,205.57502114867816
4531,205.20185622158493
4541,208.40899716707057
4551,210.4519723767303
4561,197.49972243254186
4571,185.31942498242034
4581,176.7938641837522
4591,182.65523149639716
4601,181.57554839832875
4611,171.12497565693627
4621,171.54240454303704
4631,156.50551584901206
4641,151.10848587611036
4651,147.65632783186774
4661,152.36042319536546
4671,149.41533627707983
4681,148.32397600389916
4691,132.6583052780248
4701,127.72156196760052
4711,132.7553199337562
4721,108.32786774881302
4731,91.75492838777713
4741,69.89574748579605
4751,46.25682450683318
4761,36.885417873790004
4771,33.81190236667527
4781,38.86974200326806
4791,44.57784064720151
4801,44.61998218888364
4811,46.26459855689014
4821,67.7124361966302
4831,95.87386965198365
4841,122.89700029003758
4851,154.40327898275646
4861,169.4600037234354
4871,184.7327596694646
4881,177.7635194422828
4891,169.50643521620827
4901,173.14377171562785
4911,176.34918303184557
4921,181.56015531023877
4931,184.1226248031648
4941,188.3517031565056
4951,172.90907879063582
4961,172.88375124566807
4971,166.32339837652356
4981,156.68659667316612
4991,157.84222270180567
5001,148.8774089023379
5011,142.31142634174702
5021,133.86258039314365
5031,123.35978689636495
5041,118.30783519266436
5051,135.8106099848917
5061,137.83419313226975
5071,142.7978195955188
5081,166.3960911797862
5091,188.94432704735718
5101,199.13557636355142
5111,197.30012333388422
5121,193.40728092524205
5131,199.07316139917393
5141,197.98260236667676
5151,191.58879737389557
5161,187.60081194794878
5171,190.15708066123798
5181,189.13262033390274
5191,182.70198789779704
5201,174.93686041989727
5211,181.64568978370923
5221,177.03072499077396
5231,173.66854204673862
5241,165.42313737610056
5251,162.73615537419874
5261,155.95812430380943
5271,153.02818956916835
5281,149.4915324068015
5291,152.87486523602877
5301,163.55396665069117
5311,164.57680543385285
5321,179.1685086167754
5331,179.90277624458943
5341,195.38691617163292
5351,200.00117542787135
5361,208.84616831355066
5371,208.1829339304313
5381,206.4291697192922
5391,188.46117037601235
5401,173.9443568689872
5411,166.1335147794434
5421,161.33060844402388
5431,160.20078430931514
5441,153.38894312575317
5451,148.6607627447372
5461,139.1524650817039
5471,133.40489197408712
5481,136.71638757368473
5491,152.52843564516533
5501,166.82620494858148
5511,170.77841049275193
5521,153.7134856973839
5531,131.77517926643736
5541,108.08208412087659
5551,88.45021753122853
5561,68.31873290532675
5571,48.09577482193121
5581,33.734324975186354
5591,14.53843683721127
5601,-7.7111983710851995
5611,-23.095355973754177
5621,-23.47768166663835
5631,-14.087030379798136
5641,-7.1912800655575815
5651,11.13337449792694
5661,13.191772323031662
5671,11.28539071410336
5681,-1.1028381329891834
5691,-13.976209877696819
5701,-20.588570317616274
5711,-28.52827757164188
5721,-52.22617455421195
5731,-77.97172843862673
5741,-110.59259015117887
5751,-160.58801080095643
5761,-194.16556697198482
5771,-206.7045155149209
5781,-205.2404970472786
5791,-195.42451842829203
5801,-180.70824847793145
5811,-149.60470965177294
5821,-102.63582708029689
5831,-54.546213160430504
5841,-5.676085792506979
5851,46.989829275675355
5861,111.44310390458179
5871,155.3119454493155
5881,188.75229221164443
5891,204.69438919512672
5901,221.11948470136306
5911,218.2740509199965
5921,196.89965590182473
5931,192.45863341896404
5941,191.13467662547922
5951,192.2266266613227
5961,188.9525596754354
5971,171.672641602605
5981,157.8065978360216
5991,164.7625459718769
6001,149.8114084909106
6011,146.8652163301176
6021,163.97863700516308
6031,161.1976828426327
6041,158.14702046167386
6051,152.76835637278313
6061,149.31380255459496
6071,162.63360085883636
6081,139.07999399908468
6091,110.34214192620325
6101,105.48295045638794
6111,90.60343453474283
6121,67.02576707150396
6131,46.709154661092754
6141,30.67084854594542
6151,24.697257123992294
6161,18.58964209647746
6171,3.5537540912196857
6181,17.481144883490884
6191,24.055407166865834
6201,28.470752075357858
6211,40.331837073749895
6221,55.88711189018467
6231,83.28926306824717
6241,98.53001180948013
6251,103.10429202226378
6261,108.353426845024
6271,107.13684195452126
6281,124.91816181406374
6291,142.36258122623266
6301,140.73905836101633
6311,143.54762052606654
6321,143.4326488703556
6331,138.0868747898176
6341,133.66319240124733
6351,128.97136876797975
6361,115.04854696521357
6371,120.16550088032096
6381,109.4931593941035
6391,85.30027098661466
6401,89.34063018821402
6411,77.73830409651379
6421,86.54556873008195
6431,69.572270052854
6441,72.04642193133819
6451,77.05741516116092
6461,79.78362424176416
6471,85.96419593834239
6481,89.6002605356627
6491,105.75498746816922
6501,87.80565561812226
6511,86.3072567174059
6521,57.03324394027518
6531,42.01547883915502
6541,43.1200273611724
6551,28.046817277131353
6561,26.546458374262144
6571,9.239988578666564
6581,-6.710198270449052
6591,-13.599290597298891
6601,-9.71346132353106
6611,-11.477298967600868
6621,-4.176962922771317
6631,6.6135175899854355
6641,-16.220015649307573
6651,-16.9275658733309
6661,-24.179622313864023
6671,-27.07197411358902
6681,-14.860979881546728
6691,-7.7823428452171575
6701,1.0177064637479025
6711,-1.6743963982513412
6721,7.627972346610009
6731,13.778091049193808
6741,21.37068453901116
6751,27.169975034751875
6761,19.065182633451183
6771,16.279819668098423
6781,-6.73865576843481
6791,-31.32294127542988
6801,-49.22556971942589
6811,-54.41372562226778
6821,-69.6455910554764
6831,-88.86771961633205
6841,-100.61236965055716
6851,-108.4085234829246
6861,-108.43839516254322
6871,-112.15117235464496
6881,-103.34563951180027
6891,-94.08445116962326
6901,-98.94049772079313
6911,-109.59289969174677
6921,-117.61559512843058
6931,-109.95408078523978
6941,-106.87259719811281
6951,-116.74330256847834
6961,-117.66487237240938
6971,-115.67429789480242
6981,-115.32079029401082
6991,-119.49615413886731
7001,-117.87399639026977
7011,-111.25926910218381
7021,-101.93535806463699
7031,-106.23106894010932
7041,-103.08204528768987
7051,-95.53339490264943
7061,-93.37363815990746
7071,-92.6896452971011
7081,-104.51598469206888
7091,-104.34788688171122
7101,-97.12556197104932
7111,-94.24755698921723
7121,-91.96315121539095
7131,-83.826247009298
7141,-76.8739671979607
7151,-73.842657353423
7161,-63.94184946708452
7171,-61.872823109025305
7181,-50.44985605064308
7191,-51.02694223330126
7201,-51.826184964657386
7211,-53.858993290014034
7221,-59.37541679230626
7231,-59.93240978657085
7241,-62.68515645392891
7251,-59.580448755103795
7261,-61.19395128411322
7271,-58.383350532080655
7281,-58.77631991648819
7291,-55.393396790499274
7301,-48.401917983823616
7311,-45.10569352901374
7321,-39.146867328091005
7331,-48.48294456795859
7341,-48.751492439811784
7351,-68.9328351047789
7361,-86.56564330219142
7371,-95.11151172077149
7381,-108.61536905432267
7391,-116.21405761249305
7401,-127.9208780145152
7411,-141.04857692381123
7421,-153.3995383693618
7431,-159.45385982846648
7441,-168.21392268351897
7451,-163.33887279169008
7461,-158.83255780400015
7471,-154.55467325422364
7481,-147.15890858715082
7491,-144.76442961844825
7501,-141.14851605845203
7511,-131.216914182785
7521,-134.2290387563465
7531,-142.6232256079239
7541,-153.10023102153676
7551,-152.61328565033128
7561,-150.72523611498522
7571,-156.8067244352822
7581,-157.77000848876128
7591,-159.2392549297173
7601,-166.04111957365149
7611,-184.03116273734508
7621,-185.35956095772457
7631,-175.95377422730323
7641,-169.6231230531754
7651,-165.90484521636571
7661,-172.1194061836603
7671,-164.3585945906072
7681,-156.41131655925662
7691,-149.40831734436358
7701,-137.9819328238139
7711,-121.01478945604093
7721,-108.01491594079079
7731,-101.51564266124825
7741,-90.28197744978141
7751,-87.45871607152749
7761,-84.68078391919258
7771,-83.71072203340702
7781,-96.33429464834478
7791,-107.30612760197646
7801,-123.18676222867569
7811,-144.3917781841584
7821,-161.13115524190357
7831,-168.59038645650665
7841,-181.88946173496555
7851,-191.8412874509656
7861,-197.23000977114418
7871,-201.58511682757566
7881,-197.42036033770822
7891,-200.5707285852794
7901,-192.77822588756177
7911,-170.10146123197006
7921,-156.80980603525322
7931,-142.64100369502628
7941,-132.46237397329475
7951,-126.50354035604666
7961,-122.37942828848786
7971,-117.80914688845589
7981,-115.00598647714672
7991,-109.66911396260852
8001,-107.73530192941794
8011,-122.21714556034975
8021,-129.03692506481096
8031,-137.0138001320502
8041,-143.66677308986374
8051,-144.25019825625438
8061,-138.70572597434057
8071,-145.7860442806092
8081,-145.4911269362842
8091,-143.22826015386127
8101,-149.85614350864162
8111,-142.76457628026012
8121,-143.59762704273336
8131,-149.8949525593398
8141,-149.87729041750958
8151,-157.76499885170216
8161,-168.6281767967778
8171,-182.0177111197849
8181,-194.09440307155705
8191,-207.1421783672066
8201,-210.91823248462234
8211,-220.92513363407795
8221,-219.72990756065272
8231,-218.49183604311918
8241,-226.94200848064835
8251,-224.8697311740454
8261,-225.76260178245445
8271,-225.40960992864805
8281,-234.72501226050773
8291,-247.45218477496329
8301,-245.20597534643602
8311,-244.96163011651046
8321,-250.1253504871694
8331,-257.22380416141834
8341,-259.3769752973735
8351,-264.98806164835315
8361,-273.25985410309
8371,-276.7374635419429
8381,-280.72646515026224
8391,-276.6705904151946
8401,-291.16568064026603
8411,-299.4505580450096
8421,-309.69559770994545
8431,-311.87827127523093
8441,-301.9847216861667
8451,-297.8181086681919
8461,-288.6819536289567
8471,-282.7194295314588
8481,-273.84591143692194
8491,-260.4137778062502
8501,-245.27483164511065
8511,-238.0470926192592
8521,-222.78746139121006
8531,-217.72658904623637
8541,-222.44277256580025
8551,-217.12799205351465
8561,-214.21339239368484
8571,-206.26254730647958
8581,-193.7803022813631
8591,-186.75652330136148
8601,-180.50522111787484
8611,-169.21809978637918
8621,-167.36855212080934
8631,-157.3482214375951
8641,-157.87904222656962
8651,-156.54273931726152
8661,-165.97528628671117
8671,-174.23537238280386
8681,-175.87112295697014
8691,-182.25129598187124
8701,-184.17814471756213
8711,-190.2378789532578
8721,-192.6019132720676
8731,-198.22821130366643
8741,-196.98472921714364
8751,-195.5969551554829
8761,-189.95451095618822
8771,-187.12765712039777
8781,-188.78703815623533
8791,-183.0823534863816
8801,-183.50866417923137
8811,-180.40922039423955
8821,-177.87487510780934
8831,-170.018357819175
8841,-156.07126764205054
8851,-152.34795462962657
8861,-143.52315187534708
8871,-148.71048639548027
8881,-153.15482451212836
8891,-137.003549592029
8901,-134.32746357891338
8911,-130.62132771426906
8921,-139.89972157316936
8931,-164.87099922809546
8941,-195.02406446038654
8951,-226.53201784685888
8961,-256.1709529545428
8971,-265.75943697170044
8981,-287.05594887348366
8991,-332.3628780706563
9001,-370.6706519579238
9011,-402.4121314088707
9021,-422.6772400762249
9031,-437.6576512816862
9041,-440.7227303646518
9051,-446.8441821893854
9061,-462.1889402956768
9071,-478.2659977583014
9081,-482.3300661882447
9091,-486.575357421372
9101,-481.0148611627837
9111,-487.01636079181225
9121,-496.9952437637166
9131,-501.64362149560105
9141,-519.0555945373519
9151,-523.3855934091457
9161,-518.1285067266111
9171,-519.0668568072795
9181,-525.7855186883305
9191,-525.9638270498003
9201,-529.7603820064558
9211,-528.8391919985494
9221,-521.4550638805362
9231,-519.1050141199713
9241,-512.4339846943531
9251,-503.3896334481453
9261,-495.1888781641971
9271,-487.1665433250113
9281,-479.54600660402286
9291,-474.4635053478531
9301,-467.0220302751528
9311,-456.7805338761265
9321,-441.8362415859236
9331,-422.92079163133275
9341,-402.1644628914346
9351,-384.66129278981293
9361,-362.4700957983286
9371,-340.18347728934134
9381,-315.7262206527155
9391,-298.52954642966483
9401,-276.014815839444
9411,-255.89411047876382
9421,-241.37311134281887
9431,-221.55404646547103
9441,-207.17897182364203
9451,-198.80338215556586
9461,-189.78158843778914
9471,-179.53345088174862
9481,-170.26400750520142
9491,-158.52624305285354
9501,-151.84643149584156
9511,-142.06568466924867
9521,-136.34396191907413
9531,-135.3747643097338
9541,-134.83344463102202
9551,-135.69692020896514
9561,-143.05693470815808
9571,-151.14339973186918
9581,-156.10971756414335
9591,-168.0875318813535
9601,-178.73605455319415
9611,-194.08850022225204
9621,-220.9854367880532
9631,-247.00165250364378
9641,-268.15575597827086
9651,-294.7321476764554
9661,-317.91787982725384
9671,-332.22699348039384
9681,-352.1643788631144
9691,-369.709562744712
9701,-390.1600722447445
9711,-398.9987719812487
9721,-391.232442581879
9731,-381.2341058344457
9741,-384.3914586812823
9751,-377.02239819645416
9761,-365.63766353172
9771,-364.0127586629591
9781,-368.88812705830605
9791,-367.0574994371494
9801,-369.4287753166287
9811,-379.8579379082819
9821,-390.42760689572845
9831,-442.5719169384
9841,-446.4928676918711
9851,-471.5305227174696
9861,-500.1077700335201
9871,-511.89260304771915
9881,-537.9339043871123
9891,-538.7817859485261
9901,-551.1577862152351
9911,-561.0830510687978
9921,-561.1855653897483
9931,-531.4616255634593
9941,-570.2617126949513
9951,-590.0273384140837
9961,-601.5812481944077
9971,-634.2885983085512
9981,-684.6867031434482
9991,-718.1891735959903
10001,-751.6864929094752
10011,-759.7935098141683
10021,-771.940359780661
10031,-781.4940858618323
10041,-752.1282152877991
10051,-725.9936227231391
10061,-712.5709010750703
10071,-696.6295892220305
10081,-680.6490405383755
10091,-674.0682632266121
10101,-644.3403132024368
10111,-631.7113554592314
10121,-670.1732144489222
10131,-668.4476677228948
10141,-682.0832228332406
10151,-695.063694565293
10161,-711.3589024946252
10171,-715.6906149335439
10181,-677.0530041466789
10191,-690.3642819110291
10201,-693.1129330453226
10211,-703.9858241632813
10221,-684.6431339745396
10231,-687.4504981030614
10241,-694.1749369765319
10251,-688.9226284365184
10261,-682.1456567857225
10271,-683.047368155219
10281,-699.5353290563135
10291,-692.0549974455889
10301,-699.254568395054
10311,-738.9490586706232
10321,-793.7159619261652
10331,-845.651306747383
10341,-830.1990411120616
10351,-826.8567650424806
10361,-850.7528269090825
10371,-859.4823203460021
10381,-854.6683736443089
10391,-822.4800520555141
10401,-789.6076621869128
10411,-724.7612900952391
10421,-641.3646983706312
10431,-568.9172188782732
10441,-558.6186328221337
10451,-535.8636586721715
10461,-474.53195429249814
10471,-433.9748101581787
10481,-418.79695481337416
10491,-442.3039274441882
10501,-451.84330417748026
10511,-463.2240612799612
10521,-457.24293490746584
10531,-460.65638953529333
10541,-449.8871709471176
10551,-452.16253700320965
10561,-470.5588471415989
10571,-483.7086967773216
10581,-473.780696294995
10591,-454.1261881489671
10601,-456.13125988404374
10611,-453.58581936604475
10621,-457.1351304947576
10631,-453.4250275031698
10641,-453.6874969345791
10651,-447.9494121416443
10661,-436.0173909953072
10671,-429.90295978141
10681,-429.2110861307608
10691,-428.1847829186404
10701,-429.08667496276087
10711,-439.8017004862726
10721,-462.0681943357011
10731,-465.6969025563814
10741,-478.2963923764933
10751,-489.97097356761697
10761,-497.8488206589203
10771,-499.97765478756025
10781,-513.3910854167465
10791,-519.4272234678353
10801,-511.67952934179635
10811,-507.2628428299062
10821,-498.31453529862665
10831,-519.6912482535793
10841,-547.5769438993639
10851,-578.890051712848
10861,-637.2908809596867
10871,-716.4730630797679
10881,-761.3219540038446
10891,-830.6355310866669
10901,-990.0475438436509
10911,-1061.247787652379
10921,-1132.8729006452832
10931,-1136.1489771813206
10941,-1178.4080148698254
10951,-1173.381635104364
10961,-1115.9732982346648
10971,-1032.6645536467006
10981,-972.427980751397
10991,-879.9882252019817
11001,-704.4722273417266
11011,-633.9437648494288
11021,-532.3150528470377
11031,-496.07603182373816
11041,-414.82885973728315
11051,-369.5460464540577
11061,-352.26297059145537
11071,-384.5751559568445
11081,-397.11480291411635
11091,-454.15037932642156
11101,-489.0409626248358
11111,-495.09426835326633
11121,-515.4733057799875
11131,-544.3157007926167
11141,-623.7657213187318
11151,-697.094428694472
11161,-802.8812553656929
11171,-796.16918561042
11181,-788.6491130074401
11191,-783.0712336668004
11201,-797.2432398212403
11211,-796.3211692978226
11221,-816.6674745275974
11231,-783.3071702402859
11241,-752.5854042156466
11251,-694.7842986682787
11261,-601.0929726366896
11271,-579.844420785324
11281,-567.244179646223
11291,-530.8640620093795
11301,-520.9365232139371
11311,-572.4277477740643
11321,-590.2208443453261
11331,-630.2241294402667
11341,-625.3883871379832
11351,-650.6875147516632
11361,-694.6317960955795
11371,-738.5710224613821
11381,-772.1882158133225
11391,-814.7922404055627
11401,-829.2305415672936
11411,-789.7047637317212
11421,-785.9491350515887
11431,-796.8249968144203
11441,-786.85648351176
11451,-785.738025182259
11461,-745.8014548367194
11471,-710.075565529007
11481,-694.1094499226804
11491,-682.6820763981871
11501,-636.9307297372809
11511,-620.8596995885711
11521,-585.6736763809129
11531,-559.9439518545471
11541,-552.3783162852818
11551,-542.4696730704959
11561,-566.7964584861912
11571,-576.0199195070231
11581,-577.5969896789846
11591,-550.3876555042075
11601,-570.9030653460875
11611,-588.7010729441155
11621,-616.017955574174
11631,-664.681967005367
11641,-672.31742214989
11651,-689.1520571624663
11661,-696.0484217384083
11671,-715.9956199134357
11681,-733.1330184409358
11691,-740.6399169174554
11701,-735.2393756665641
11711,-723.8349134850247
11721,-715.9919119571979
11731,-658.131354144002
11741,-633.3871353913057
11751,-608.9763572219564
11761,-593.008862425385
11771,-557.8792130977305
11781,-530.2560752980208
11791,-507.58178183440975
11801,-490.5892238939947
11811,-471.2628610691723
11821,-450.62655944806755
11831,-465.88856555654763
11841,-470.1876717685764
11851,-460.53555866333824
11861,-449.8802247767767
11871,-449.21923728116025
11881,-448.71175248551776
11891,-473.9313691510878
11901,-499.64466468163414
11911,-524.4125042528045
11921,-557.7478262357895
11931,-567.7258929129706
11941,-605.7629801340476
11951,-646.937532623441
11961,-685.9835048394202
11971,-738.2147551985815
11981,-753.3091080279489
11991,-754.02550644652
12001,-786.9225123905103
12011,-844.209980617331
12021,-826.294699131931
12031,-878.1961386488807
12041,-866.0657311951164
12051,-878.5082957422389
12061,-893.8670238131107
12071,-902.9065668041669
12081,-911.6114054274726
12091,-927.552090302741
12101,-906.5794144631403
12111,-843.790443276714
12121,-843.2250479009097
12131,-773.0087245226485
12141,-760.6369724898849
12151,-723.8119779705486
12161,-674.2929364057615
12171,-625.8058858156604
12181,-609.4468037537656
12191,-581.673853516374
12201,-566.4523953224098
12211,-563.0075561888375
12221,-563.4485491986858
12231,-570.932914277199
12241,-568.7700965408573
