episode,score
1,-211.57452937159962
2,-404.5047294123981
3,-375.3483780503831
4,-149.38254761311947
5,-80.92220891067417
6,-259.7142585671902
7,-146.97821376308636
8,-107.11425953718881
9,-96.51999854159585
10,-104.58440316567123
11,-229.39184114869263
12,-337.5937759144467
13,-57.88625824634607
14,-186.9213707440723
15,-387.1102270037882
16,-456.86345932655064
17,-87.81638982980965
18,-114.18378265292425
19,-200.60916598430242
20,-139.9735865786668
21,-366.1811220669693
22,-134.63183721690422
23,-102.0717160189528
24,-133.6892736861767
25,-162.1365165865896
26,-90.41890608409291
27,-177.70035307992447
28,-172.39207537006163
29,-197.9087785627571
30,-33.792194150691984
31,-220.8974761428358
32,-145.30424210747697
33,-95.33022232155888
34,-202.2063342023045
35,-135.9107924415762
36,-108.9826462593956
37,-148.02840770497892
38,-174.5430012141368
39,-80.81036172461882
40,-156.03958720767986
41,-40.75050992914743
42,-118.00852439916852
43,-175.84374960561254
44,-83.5136000966969
45,-146.01133196262433
46,-96.31473599673899
47,-177.63377601926516
48,-212.7451368893427
49,-145.422856682879
50,-113.26707943013172
51,-151.52811370115194
52,-145.94324730685645
53,-128.21129486097874
54,-112.82476676122528
55,-77.6896813417361
56,-100.54465014444159
57,-137.21476977485918
58,-147.16944890014537
59,-281.4420912716571
60,-150.35505068222346
61,-87.86561467788871
62,-63.859340783496194
63,-265.6003116814604
64,-176.96783604984228
65,0.6547226758901843
66,-51.29560165605372
67,-80.14050126272656
68,-96.16854129825988
69,-78.32621119284421
70,-506.15170628179806
71,-161.17901427282152
72,-120.24453668669311
73,-89.30840148980515
74,-276.6220579059416
75,-110.01482423035742
76,-68.42143502000886
77,-93.34519736364956
78,-67.64442655041262
79,-248.00091736485805
80,-93.07694263133426
81,-81.07106240439788
82,-106.62532927772257
83,-264.29996802357937
84,-102.47657551438765
85,-79.79659648075629
86,-50.19676396465819
87,-42.19418775101205
88,-46.18006687486617
89,-123.77185948247917
90,-17.666712362336725
91,-119.92117794194031
92,-306.5457393144434
93,-98.61491219774967
94,-1.5093162634778423
95,-132.6086105146365
96,-76.13511804881071
97,-129.10030433889563
98,-59.593642845379634
99,-120.17441218148954
100,-27.766011012147814
101,-84.4376211913456
102,-99.52340975524939
103,-47.15322737761407
104,-86.38017876020113
105,-74.09916235903934
106,-79.54614978762643
107,-48.754864546244264
108,-7.348976383784063
109,-47.459760197121426
110,-30.85551932779498
111,-18.502677736057535
112,-59.89724168389375
113,-90.75570972573561
114,29.287331243219512
115,-114.45086886494596
116,-37.76157619506741
117,-183.87249317752818
118,-63.115206917869195
119,-53.69607515163292
120,-26.976497565099194
121,-32.573903558193265
122,-23.072499183999795
123,-92.38787434820878
124,-68.56711379183031
125,-29.38528043480889
126,-102.02166523302043
127,-120.71008845212702
128,24.46332595796018
129,2.173715444991714
130,-18.503105955787916
131,-78.62256266897434
132,-36.264341365190376
133,-86.15818326896024
134,-123.57093310150182
135,-134.9187763437821
136,39.16936634286088
137,-5.471774143316665
138,-181.01321917814172
139,-47.05129335181539
140,-8.826320773435185
141,-18.195576243087174
142,-122.25497846486999
143,-167.39429167364392
144,-12.780995720642181
145,-94.47435288133688
146,-2.181462834510569
147,-41.354885777892605
148,41.41450525236763
149,-3.6544732901697614
150,0.11476139849631295
151,-37.487179786393696
152,-20.465559031474612
153,-66.92096085090616
154,14.665636406500298
155,8.360659579512756
156,-18.132960292991257
157,-131.27615214689348
158,-107.74010242281776
159,3.153740156747986
160,-30.227738264717047
161,-23.630279292328964
162,-53.41697937126439
163,-20.73779789617157
164,-85.57956450972301
165,-52.762451909413116
166,-235.49746565122226
167,-42.48139939347618
168,-236.4403425918879
169,-36.17045882448976
170,-30.18259854711591
171,-253.86741677399868
172,-27.302956572337397
173,-36.645497863452974
174,-40.3358973505291
175,-179.51890478435533
176,17.11596312403544
177,19.709674953435965
178,-18.19837769005286
179,-6.0545879407265915
180,5.225054163451521
181,27.627651013344394
182,-243.8396711830243
183,-253.08955475276488
184,-17.248368811975
185,-19.69529534138621
186,-56.55076897072004
187,-5.535856261738975
188,-25.028521062890846
189,-26.642093743094996
190,-202.02522841448058
191,7.964472719061991
192,-19.579517258501525
193,-126.49053197467114
194,-190.112498546262
195,-34.412568282068285
196,7.8926974783219555
197,86.00158659111949
198,-7.2732639042500296
199,51.11096660442913
200,16.84912134459
201,-38.019273605233316
202,-67.69645296078322
203,9.147036258730958
204,2.604426635148915
205,2.623064461839649
206,17.62612256920736
207,-4.881422496750124
208,43.66516733683448
209,-70.03304916510345
210,-63.0471758410861
211,-91.67426386818471
212,-3.5467512331830164
213,45.89413693721942
214,-68.93900990098871
215,32.051599106722676
216,34.45241177129081
217,68.08780897357701
218,0.7089019077283059
219,0.26478854135435204
220,-4.114423834919689
221,49.215473805844404
222,37.08741465542299
223,64.33681693711921
224,-16.257098595290643
225,-34.50936752425821
226,97.77186274736707
227,-47.63237731209536
228,-18.987804003979605
229,-22.157046535582836
230,55.18255498299095
231,107.55562197082793
232,133.5335447575572
233,84.42195755179021
234,75.01076350274096
235,173.99384789019788
236,58.32987288556335
237,81.92069551605957
