episode,score
1,-144.7559003549676
2,-151.71064977098823
3,-104.36822750088213
4,-240.3139345572048
5,-78.14776504782496
6,-91.5782792718152
7,-45.80500084749593
8,-441.5137011784382
9,-276.0249717002588
10,-329.2976724185122
11,-146.12962054170043
12,34.923550819165854
13,-91.21662747689587
14,-271.4407885802175
15,-70.9097504859588
16,-125.46421800816871
17,-322.81660095346797
18,-85.77159296969563
19,-78.13706462205171
20,-89.2028575441799
21,-94.26315078660947
22,-129.8712579328457
23,-145.62882954177897
24,-114.54767743493905
25,-68.22494911283425
26,-269.0055260359207
27,-348.6922911350055
28,-101.25003528695088
29,-89.52213550909164
30,-188.6178388975834
31,-135.76519119218105
32,-248.85415059260154
33,-68.70689001780471
34,-137.55273641360503
35,-79.4737580932882
36,-63.76099691151353
37,-94.7170094558607
38,-113.24246973960095
39,-274.4413989490636
40,-129.33439611443148
41,-81.1779061835938
42,-167.21885949731245
43,-196.90050502263858
44,-29.174423575161995
45,-80.00346976285039
46,-476.0440964149582
47,-135.5478109964718
48,-25.97410989441134
49,-139.61847972342872
50,-101.51990081004746
51,-194.74020612063066
52,-247.78924792259517
53,-33.77585065348629
54,-46.47412174070189
55,-129.85929942148732
56,-216.77404786352005
57,-81.63997192665863
58,-252.57618826407517
59,-108.15559894583268
60,-334.5858493379476
61,-311.65770284937236
62,-285.35733147453334
63,-201.6734880606221
64,-242.79963131555226
65,-60.14898318627404
66,-135.98454309312706
67,-68.2802047324422
68,-138.22006436969667
69,-114.45544343460801
70,-282.5479331541046
71,-63.26071715715895
72,-91.35762583786476
73,-257.4524259885902
74,-63.33633221482164
75,-82.99759775646244
76,-106.72457161472938
77,-377.33822853003517
78,-61.89494123798349
79,-13.251739957889313
80,-237.1695395337758
81,-356.6464228059318
82,-58.300539196393096
83,-105.88809320644754
84,-45.610063771854556
85,-57.82934411532039
86,-140.53705469648776
87,-79.78924940072307
88,-6.673114396478638
89,-96.91458099302879
90,-202.52730047525932
91,-66.97968840885102
92,-53.47328206948923
93,-64.43522849829256
94,30.154393007858513
95,-97.53352448278213
96,-174.17330835808775
97,-47.272888568903326
98,-111.13424261697297
99,-44.18214663773689
100,-84.863181185249
101,-66.02711720164919
102,-45.97962994765818
103,-239.54356901197679
104,-26.903833287771036
105,-19.799237218165302
106,-245.26176470642292
107,-81.1047161092285
108,-118.07373206605769
109,-96.13856138054723
110,-236.82756155342258
111,-69.28998700744563
112,-218.08835057303006
113,-20.091972150698382
114,-97.26499716597819
115,-74.84339766048684
116,-375.17168972971297
117,-19.285006664250147
118,-87.89025582792817
119,-85.74097143946166
120,-4.672553738074143
121,-71.73182353127615
122,-21.684721340605677
123,-25.9077334363202
124,-52.762971154533034
125,-55.330852754992165
126,-323.86610048817175
127,-276.546865400716
128,-50.36086454414398
129,-32.36199721018146
130,-26.862954456334165
131,2.339523091914131
132,-208.23716486860042
133,-88.77321608931479
134,-107.44470418555889
135,-75.40845951244569
136,-24.174076871175515
137,-66.9134447668317
138,-69.6307067928406
139,-63.93315671556351
140,-104.56592109702288
141,-83.90318146367258
142,-54.862591384512456
143,-76.5017170299065
144,-122.23133600741437
145,-59.86932719891119
146,-60.04085251155479
147,-7.876776262517495
148,-306.85607998297934
149,4.893121067308428
150,-77.63666925085141
151,-224.10912676413625
152,-31.868044269733772
153,14.81581180666931
154,4.102382967780585
155,6.799110188316391
156,-81.52123363121595
157,-57.60975417570642
158,-148.8277024196114
159,-200.39920355429012
160,-38.53061902038577
161,-99.34254004060173
162,-129.6796569818978
163,-2.2048144541504513
164,-94.08711080970828
165,40.05328522100968
166,-4.384368764337615
167,-99.6672380577808
168,-36.46257827639883
169,19.990365359307674
170,-197.40210186282002
171,-24.5765168236034
172,-33.698366777185015
173,3.5748056741863508
174,52.46086450394421
175,-110.29133152244155
176,-14.380245888129366
177,-45.995931487815426
178,-79.72791983224432
179,16.498809809420138
180,-0.8677750442330545
181,-85.96449259728504
182,-39.75725935000129
