episode,score
1,-177.86081730323002
2,-91.27941419858249
3,-256.1005977979404
4,-58.999727153132724
5,-222.44775796149216
6,-90.7819408994989
7,-159.7774824702961
8,-158.21452500675116
9,-129.90180754764907
10,-327.7231268547082
11,-86.54846640736798
12,-393.9796176749667
13,-73.29764153686094
14,-205.63262040885397
15,-188.6956212138133
16,-176.7102043581545
17,-310.2621490961045
18,-221.11907708089177
19,-136.34515754092743
20,-281.62357528351936
21,-152.46971564495215
22,-106.28309584756894
23,-361.10621311172076
24,-58.62612216555955
25,-86.51614577669301
26,-164.2267648166988
27,-80.87639385726322
28,-192.6570769952482
29,-136.8259969936943
30,-296.27614143511676
31,-199.06795670019648
32,-189.3769694001207
33,-97.4378803715764
34,-121.91713435954543
35,-179.4187067625998
36,-108.46132498098173
37,-85.96666440046133
38,-224.20510570314855
39,-67.0259886431756
40,-121.8933458771032
41,-273.88914763381115
42,-98.6267825998612
43,-206.61684733171163
44,-69.31604270678497
45,-172.25847654625187
46,-109.41043122762039
47,-228.7854557367458
48,-211.12690690458447
49,-141.93024091754896
50,-105.00304927964109
51,-131.91847509066443
52,-85.71122299796701
53,-279.0158805565015
54,-66.71073617533861
55,-154.69405567867622
56,-116.92439425677674
57,-27.254690573638484
58,0.8573637586247003
59,-137.65766997919613
60,-95.3030983460915
61,-221.9030323932011
62,-107.72799563422886
63,-196.37393102247336
64,-120.666595680204
65,-53.962575895111335
66,-351.6239674018314
67,-188.0112770137464
68,-39.506979942249345
69,-166.65510616379635
70,-134.86621463956186
71,-205.81834403318476
72,-134.67901644280954
73,-114.16928997166224
74,-36.842568812441684
75,-171.07435672792266
76,-115.14207155388519
77,-60.822203012505824
78,-144.18105214073861
79,-134.58782808888117
80,-108.23112339173986
81,-79.70278454252139
82,-105.5145153592148
83,-161.93174235809374
84,-104.26592934115678
85,-75.48784106848763
86,-92.21674032900142
87,11.169450244850353
88,-104.94132207601892
89,-134.1467390298857
90,-9.92446493209988
91,-109.25579582028621
92,-95.85570203605249
93,-84.4240056671653
94,-50.74886917792868
95,-126.02004704278738
96,-66.01084586806925
97,-93.77094012375419
98,-109.96190826201354
99,-26.80415615961479
100,-93.94859999460267
101,-20.391432993980985
102,-47.25735740384607
103,-78.91645723342202
104,-68.00384747681419
105,-70.65465698016256
106,-85.70779362589202
107,-138.67904323579853
108,-107.8249672153984
109,-77.44500421896858
110,1.520158025811
111,-48.14907113859827
112,-60.319856253494386
113,-63.63981196153874
114,-32.36352986261238
115,-210.517377548926
116,1.1301498119891704
117,-69.91133242754563
118,-28.274184660297664
119,-66.00428696242564
120,-64.65423820634383
121,-2.752323493320489
122,-29.379961521091005
123,-27.389838743243715
124,-232.31963251639274
125,-107.74373249426881
126,-141.00411947930226
127,-17.360699746651235
128,-74.03098660341477
129,-44.524103159476255
130,33.68205715303398
131,-79.63349970659458
132,-58.56360949432129
133,-148.85823189207764
134,-46.373776353219256
135,10.14256749041752
136,-378.75777218532147
137,-2.135148418185338
138,0.41048944461023495
139,12.422283457396148
140,-165.1908848792843
141,-171.8256872268858
142,-81.16179700872617
143,-148.96440400873266
144,-17.24627833051386
145,8.747083448875003
146,-95.05621114914366
147,-60.752741362101176
148,-53.993106944113
149,55.643934885988955
150,-64.27331346867443
151,-50.976510679801336
152,-198.91932786675292
153,-32.0981132275808
154,-3.6326058930200276
155,7.715861530491708
156,-61.889836100414556
157,14.70953289883115
158,36.77934687179345
159,-161.95990157805704
160,-29.185679221689
161,28.6990984550342
162,-55.48547106139584
163,-206.42730543998647
164,-6.633849652186515
165,-3.128801063686808
166,-123.8067077456856
167,16.752393090525104
