episode,average_score
10451,-344.34602073272674
10501,-370.1524734427388
10551,-361.56085143693934
10601,-391.12927961604663
10651,-413.99037975360267
10701,-363.0901475925865
10751,-292.44362433200075
10801,-256.87618780105913
10851,-263.8407834312748
10901,-266.6474041611098
10951,-263.41964385436916
11001,-208.85662622415896
11051,-184.7155149651488
11101,-215.11798116633855
11151,-234.49937776017777
11201,-232.52844275373351
11251,-198.41747139130442
11301,-160.10566279037218
11351,-159.50380939537064
11401,-181.2906110354656
11451,-211.94552230105887
11501,-234.32099412783478
11551,-242.56413881730944
11601,-230.86447412562222
11651,-193.42468893763782
11701,-164.8638182510757
11751,-174.2764578335515
11801,-197.36308808755427
11851,-229.87984291795564
11901,-266.0632483172917
11951,-322.9452876225151
12001,-313.17373858552054
12051,-211.44758857918947
12101,-180.65718673305645
12151,-179.56706620553012
12201,-202.2038474608848
12251,-209.2580039921351
12301,-152.47057905630442
12351,-93.78943680351875
12401,-73.82011456849597
12451,-94.80022919415953
12501,-135.6785760245913
12551,-171.71619551464036
12601,-143.15626876575135
12651,-85.143636277165
12701,-68.73362027072636
12751,-114.02070476848674
12801,-141.02273313070614
12851,-186.67636065574752
12901,-266.8835522865309
12951,-296.5299009973469
13001,-273.75309028247625
13051,-207.99558623728535
13101,-163.11623353660363
13151,-162.6227834004991
13201,-130.64227735226373
13251,-29.901837284178296
13301,31.8296873111868
13351,23.995911970754136
13401,38.536114826009424
13451,-3.718962722861986
13501,-68.40220911197659
13551,-83.63399373222546
13601,-39.340826718578406
13651,27.79599325260928
13701,90.6297052439022
13751,112.08128268433157
13801,111.92744075601618
13851,139.2630296707191
13901,140.90450736409085
13951,152.70316888076525
14,178.73208371023802
